package name,package version,MSC ID
@voiceflow/voiceflow-types,3.32.46,MSC-2025-10987
@voiceflow/widget,1.7.18,MSC-2025-10987
@voiceflow/widget,1.7.19,MSC-2025-10987
@vucod/email,0.0.3,MSC-2025-10987
@yoobic/design-system,6.5.17,MSC-2025-8221
@yoobic/jpeg-camera-es6,1.0.13,MSC-2025-8220
@yoobic/yobi,8.7.53,MSC-2025-8211
@zapier/ai-actions,0.1.18,MSC-2025-10981
@zapier/ai-actions,0.1.19,MSC-2025-10987
@zapier/ai-actions,0.1.20,MSC-2025-10987
@zapier/ai-actions-react,0.1.12,MSC-2025-10981
@zapier/ai-actions-react,0.1.13,MSC-2025-10981
@zapier/ai-actions-react,0.1.14,MSC-2025-10981
@zapier/babel-preset-zapier,6.4.1,MSC-2025-10981
@zapier/babel-preset-zapier,6.4.2,MSC-2025-10987
@zapier/babel-preset-zapier,6.4.3,MSC-2025-10981
@zapier/browserslist-config-zapier,1.0.3,MSC-2025-10983
@zapier/browserslist-config-zapier,1.0.4,MSC-2025-10987
@zapier/browserslist-config-zapier,1.0.5,MSC-2025-10983
@zapier/eslint-plugin-zapier,11.0.3,MSC-2025-10981
@zapier/eslint-plugin-zapier,11.0.4,MSC-2025-10987
@zapier/eslint-plugin-zapier,11.0.5,MSC-2025-10987
@zapier/mcp-integration,3.0.1,MSC-2025-10981
@zapier/mcp-integration,3.0.2,MSC-2025-10981
@zapier/mcp-integration,3.0.3,MSC-2025-10981
@zapier/secret-scrubber,1.1.3,MSC-2025-10981
@zapier/secret-scrubber,1.1.4,MSC-2025-10981
@zapier/secret-scrubber,1.1.5,MSC-2025-10981
@zapier/spectral-api-ruleset,1.9.1,MSC-2025-10983
@zapier/spectral-api-ruleset,1.9.2,MSC-2025-10987
@zapier/spectral-api-ruleset,1.9.3,MSC-2025-10987
@zapier/stubtree,0.1.2,MSC-2025-10981
@zapier/stubtree,0.1.3,MSC-2025-10981
@zapier/stubtree,0.1.4,MSC-2025-10981
@zapier/zapier-sdk,0.15.5,
@zapier/zapier-sdk,0.15.6,
@zapier/zapier-sdk,0.15.7,
Prebid,10.9.1,MSC-2025-7951
Prebid,10.9.2,MSC-2025-7952
Prebid-universal-creative,1.17.3,MSC-2025-7890
ace-colorpicker-rpk,0.0.14,MSC-2025-8562
ai-crowl-shield,1.0.7,MSC-2025-10987
airchief,0.3.1,MSC-2025-8201
airpilot,0.8.8,MSC-2025-8217
angulartics2,14.1.1,MSC-2025-7964
angulartics2,14.1.2,MSC-2025-7959
another-shai,1.0.1,MSC-2025-8524
ansi-regex,6.2.1,MSC-2025-7880
ansi-styles,6.2.2,MSC-2025-7871
arc-cli-fc,1.0.1,MSC-2025-10987
asciitranslator,1.0.3,MSC-2025-10985
asyncapi-preview,1.0.1,MSC-2025-10984
asyncapi-preview,1.0.2,MSC-2025-10984
atrix,1.0.1,MSC-2025-10981
atrix-mongoose,1.0.1,MSC-2025-10981
automation_model,1.0.491,MSC-2025-10987
avm-tool,0.16.0-beta.1,MSC-2025-10983
avvvatars-vue,1.1.2,MSC-2025-10987
axios-builder,1.2.1,MSC-2025-10984
axios-cancelable,1.0.1,MSC-2025-10984
axios-cancelable,1.0.2,MSC-2025-10984
axios-timed,1.0.1,MSC-2025-10984
axios-timed,1.0.2,MSC-2025-10984
babel-preset-kinvey-flex-service,0.1.1,
backslash,0.2.1,MSC-2025-7955
barebones-css,1.1.3,MSC-2025-10984
barebones-css,1.1.4,MSC-2025-10984
benmostyn-frame-print,1.0.1,MSC-2025-10987
best_gpio_controller,1.0.10,MSC-2025-10985
better-auth-nuxt,0.0.10,MSC-2025-10987
better-queue-nedb,0.1.5,
bidirectional-adapter,1.2.2,MSC-2025-10987
bidirectional-adapter,1.2.3,MSC-2025-10987
bidirectional-adapter,1.2.4,MSC-2025-10987
bidirectional-adapter,1.2.5,
blinqio-executions-cli,1.0.41,MSC-2025-10984
blob-to-base64,1.0.3,MSC-2025-10987
bool-expressions,0.1.2,MSC-2025-10981
browser-webdriver-downloader,3.0.8,MSC-2025-8194
buffered-interpolation-babylon6,0.2.8,
bun-plugin-httpfile,0.1.1,
bytecode-checker-cli,1.0.10,
bytecode-checker-cli,1.0.11,
bytecode-checker-cli,1.0.8,MSC-2025-10981
bytecode-checker-cli,1.0.9,MSC-2025-10981
bytes-to-x,1.0.1,MSC-2025-10984
calc-loan-interest,1.0.4,MSC-2025-10984
capacitor-notificationhandler,0.0.2,MSC-2025-8223
capacitor-notificationhandler,0.0.3,MSC-2025-8184
capacitor-plugin-apptrackingios,0.0.21,MSC-2025-10984
capacitor-plugin-healthapp,0.0.2,MSC-2025-8188
capacitor-plugin-healthapp,0.0.3,MSC-2025-8200
capacitor-plugin-ihealth,1.1.8,MSC-2025-8190
capacitor-plugin-ihealth,1.1.9,MSC-2025-8185
capacitor-plugin-purchase,0.1.1,MSC-2025-10984
capacitor-plugin-scgssigninwithgoogle,0.0.5,MSC-2025-10984
capacitor-plugin-vonage,1.0.2,MSC-2025-8210
capacitor-plugin-vonage,1.0.3,MSC-2025-8215
capacitor-purchase-history,0.0.10,MSC-2025-10984
capacitor-voice-recorder-wav,6.0.3,MSC-2025-10984
capacitorandroidpermissions,0.0.4,MSC-2025-8209
capacitorandroidpermissions,0.0.5,MSC-2025-8198
ceviz,0.0.5,MSC-2025-10987
chalk,5.6.1,MSC-2025-7884
chalk-template,1.1.1,MSC-2025-7876
chrome-extension-downloads,0.0.3,MSC-2025-10984
chrome-extension-downloads,0.0.4,MSC-2025-10984
claude-token-updater,1.0.2,MSC-2025-10981
claude-token-updater,1.0.3,MSC-2025-10981
coinmarketcap-api,3.1.2,MSC-2025-10984
coinmarketcap-api,3.1.3,MSC-2025-10984
color-convert,3.1.1,MSC-2025-7954
color-name,2.0.1,MSC-2025-7882
color-string,2.1.1,MSC-2025-7875
colors-regex,2.0.1,MSC-2025-10987
command-irail,0.5.4,MSC-2025-10981
compare-obj,1.1.1,MSC-2025-10984
compare-obj,1.1.2,MSC-2025-10984
composite-reducer,1.0.2,MSC-2025-10987
composite-reducer,1.0.3,MSC-2025-10987
composite-reducer,1.0.4,MSC-2025-10987
composite-reducer,1.0.5,
config-cordova,0.8.5,MSC-2025-8213
cordova-plugin-voxeet2,1.0.24,MSC-2025-8212
cordova-voxeet,1.0.32,MSC-2025-8206
count-it-down,1.0.1,MSC-2025-10985
count-it-down,1.0.2,MSC-2025-10985
cpu-instructions,0.0.14,MSC-2025-10981
create-director-app,0.1.1,MSC-2025-10985
create-glee-app,0.2.2,MSC-2025-10984
create-glee-app,0.2.3,MSC-2025-10984
create-hardhat3-app,1.1.1,MSC-2025-10981
create-hardhat3-app,1.1.2,MSC-2025-10981
create-hardhat3-app,1.1.3,
create-hardhat3-app,1.1.4,
create-hest-app,0.1.9,MSC-2025-8191
create-kinvey-flex-service,0.2.1,
create-mcp-use-app,0.5.3,MSC-2025-10981
create-mcp-use-app,0.5.4,MSC-2025-10981
create-silgi,0.3.1,MSC-2025-10987
crypto-addr-codec,0.1.9,
css-dedoupe,0.1.2,MSC-2025-10987
csv-tool-cli,1.2.1,MSC-2025-10987
dashboard-empty-state,1.0.3,MSC-2025-10987
db-evo,1.1.4,MSC-2025-8204
db-evo,1.1.5,MSC-2025-8207
debug,4.4.2,MSC-2025-7887
designstudiouiux,1.0.1,MSC-2025-10984
devextreme-angular-rpk,21.2.8,MSC-2025-8195
devextreme-rpk,21.2.8,MSC-2025-8557
devstart-cli,1.0.6,MSC-2025-10981
dialogflow-es,1.1.2,MSC-2025-10987
dialogflow-es,1.1.3,MSC-2025-10987
dialogflow-es,1.1.4,MSC-2025-10987
discord-bot-server,0.1.2,MSC-2025-10981
docusaurus-plugin-vanilla-extract,1.0.3,MSC-2025-10987
dont-go,1.1.2,MSC-2025-10987
dotnet-template,0.0.3,MSC-2025-10984
dotnet-template,0.0.4,MSC-2025-10984
dotnet-template,1.1.4,MSC-2025-10984
drop-events-on-property-plugin,0.0.2,MSC-2025-10984
duckdb,1.3.3,MSC-2025-7949
easypanel-sdk,0.3.2,MSC-2025-10987
electron-volt,0.0.2,
email-deliverability-tester,1.1.1,MSC-2025-10987
ember-browser-services,5.0.2,MSC-2025-8179
ember-browser-services,5.0.3,MSC-2025-8497
ember-headless-form,1.1.2,MSC-2025-8174
ember-headless-form,1.1.3,MSC-2025-8508
ember-headless-form-yup,1.0.1,MSC-2025-8161
ember-headless-table,2.1.5,MSC-2025-8168
ember-headless-table,2.1.6,MSC-2025-8509
ember-url-hash-polyfill,1.0.12,MSC-2025-8175
ember-url-hash-polyfill,1.0.13,MSC-2025-8510
ember-velcro,2.2.1,MSC-2025-8167
ember-velcro,2.2.2,MSC-2025-8511
encounter-playground,0.0.2,MSC-2025-8171
encounter-playground,0.0.3,MSC-2025-8170
encounter-playground,0.0.4,MSC-2025-8018
encounter-playground,0.0.5,MSC-2025-8011
enforce-branch-name,1.1.3,MSC-2025-10984
erosolar-cli,1.1.0,MSC-2025-10985
error-ex,1.3.3,MSC-2025-7881
esbuild-plugin-brotli,0.2.1,MSC-2025-10987
esbuild-plugin-eta,0.1.1,MSC-2025-10987
esbuild-plugin-httpfile,0.4.1,
eslint-config-crowdstrike,11.0.2,MSC-2025-8165
eslint-config-crowdstrike,11.0.3,MSC-2025-8514
eslint-config-crowdstrike-node,4.0.3,MSC-2025-8172
eslint-config-crowdstrike-node,4.0.4,MSC-2025-8515
eslint-config-kinvey-flex-service,0.1.1,
eslint-config-nitpicky,4.0.1,MSC-2025-10987
eslint-config-teselagen,6.1.7,MSC-2025-8163
eslint-config-teselagen,6.1.8,MSC-2025-8166
eslint-config-trigo,22.0.2,MSC-2025-10981
eslint-config-zeallat-base,1.0.4,MSC-2025-10984
ethereum-ens,0.8.1,MSC-2025-10981
evm-checkcode-cli,1.0.12,MSC-2025-10981
evm-checkcode-cli,1.0.13,MSC-2025-10981
evm-checkcode-cli,1.0.14,
evm-checkcode-cli,1.0.15,
exact-ticker,0.3.5,MSC-2025-10981
expo-audio-session,0.2.1,MSC-2025-10984
expo-router-on-rails,0.0.4,MSC-2025-10987
express-starter-template,1.0.10,MSC-2025-10987
expressos,1.1.3,MSC-2025-10987
fat-fingered,1.0.1,MSC-2025-10987
fat-fingered,1.0.2,MSC-2025-10987
feature-flip,1.0.1,MSC-2025-10984
feature-flip,1.0.2,MSC-2025-10984
firestore-search-engine,1.2.3,MSC-2025-10987
fittxt,1.0.2,MSC-2025-10984
fittxt,1.0.3,MSC-2025-10984
flapstacks,1.0.1,MSC-2025-10984
flapstacks,1.0.2,MSC-2025-10984
flatten-unflatten,1.0.1,MSC-2025-10984
flatten-unflatten,1.0.2,MSC-2025-10984
formik-error-focus,2.0.1,MSC-2025-10984
formik-store,1.0.1,MSC-2025-10984
frontity-starter-theme,1.0.1,MSC-2025-10987
fuzzy-finder,1.0.5,MSC-2025-10984
fuzzy-finder,1.0.6,MSC-2025-10984
gate-evm-check-code2,2.0.3,MSC-2025-10981
gate-evm-check-code2,2.0.4,MSC-2025-10981
gate-evm-check-code2,2.0.5,
gate-evm-check-code2,2.0.6,
gate-evm-tools-test,1.0.5,MSC-2025-10981
gate-evm-tools-test,1.0.6,MSC-2025-10981
gate-evm-tools-test,1.0.7,
gate-evm-tools-test,1.0.8,
gatsby-plugin-antd,2.2.1,MSC-2025-10987
gatsby-plugin-cname,1.0.1,MSC-2025-10984
gatsby-plugin-cname,1.0.2,MSC-2025-10984
generator-meteor-stock,0.1.6,MSC-2025-10988
generator-ng-itobuz,0.0.15,MSC-2025-10988
get-them-args,1.3.3,MSC-2025-10984
github-action-for-generator,2.1.27,MSC-2025-10984
github-action-for-generator,2.1.28,MSC-2025-10984
gitsafe,1.0.5,MSC-2025-10984
globalize-rpk,1.7.4,MSC-2025-8160
go-template,0.1.8,MSC-2025-10984
go-template,0.1.9,MSC-2025-10984
graphql-sequelize-teselagen,5.3.8,MSC-2025-8152
graphql-sequelize-teselagen,5.3.9,MSC-2025-8157
gulp-inject-envs,1.2.1,MSC-2025-10988
gulp-inject-envs,1.2.2,MSC-2025-10988
has-ansi,6.0.1,MSC-2025-7873
haufe-axera-api-client,0.0.1,MSC-2025-10984
haufe-axera-api-client,0.0.2,MSC-2025-10984
hope-mapboxdraw,0.1.1,MSC-2025-10985
hopedraw,1.0.3,MSC-2025-10985
hover-design-prototype,0.0.5,MSC-2025-10988
html-to-base64-image,1.0.2,MSC-2025-8153
httpness,1.0.2,MSC-2025-10988
httpness,1.0.3,MSC-2025-10988
hyper-fullfacing,1.0.3,MSC-2025-10988
hyperterm-hipster,1.0.7,MSC-2025-10984
ids-css,1.5.1,MSC-2025-10988
ids-enterprise-mcp-server,0.0.2,MSC-2025-10988
ids-enterprise-typings,20.1.6,MSC-2025-10988
image-to-uri,1.0.1,MSC-2025-10984
image-to-uri,1.0.2,MSC-2025-10984
insomnia-plugin-random-pick,1.0.4,MSC-2025-10985
invo,0.2.2,MSC-2025-10985
iron-shield-miniapp,0.0.2,MSC-2025-10984
is-arrayish,0.3.3,MSC-2025-7953
ito-button,8.0.3,MSC-2025-10985
itobuz-angular,0.0.1,MSC-2025-10985
itobuz-angular-auth,8.0.11,MSC-2025-10985
itobuz-angular-button,8.0.11,MSC-2025-10988
jacob-zuma,1.0.1,MSC-2025-10985
jacob-zuma,1.0.2,MSC-2025-10985
jaetut-varit-test,1.0.2,MSC-2025-10985
jan-browser,0.13.1,MSC-2025-10981
jquery-bindings,1.1.2,MSC-2025-10985
jquery-bindings,1.1.3,MSC-2025-10985
json-rules-engine-simplified,0.2.0,MSC-2025-8014
json-rules-engine-simplified,0.2.1,MSC-2025-8006
json-rules-engine-simplified,0.2.2,MSC-2025-8008
json-rules-engine-simplified,0.2.3,MSC-2025-8019
json-rules-engine-simplified,0.2.4,MSC-2025-8020
jsonsurge,1.0.7,MSC-2025-10988
jumpgate,0.0.2,MSC-2025-8159
just-toasty,1.7.1,MSC-2025-10985
kill-port,2.0.2,MSC-2025-10985
kill-port,2.0.3,MSC-2025-10985
kinetix-default-token-list,1.0.5,
kinvey-cli-wrapper,0.3.1,
kinvey-flex-scripts,0.5.1,
kns-error-code,1.0.8,
koa2-swagger-ui,5.11.1,MSC-2025-8024
koa2-swagger-ui,5.11.2,MSC-2025-8512
korea-administrative-area-geo-json-util,1.0.7,MSC-2025-10985
kwami,1.5.10,MSC-2025-10988
kwami,1.5.9,MSC-2025-10988
lang-codes,1.0.1,MSC-2025-10988
lang-codes,1.0.2,MSC-2025-10988
license-o-matic,1.2.1,MSC-2025-10985
license-o-matic,1.2.2,MSC-2025-10985
lint-staged-imagemin,1.3.1,MSC-2025-10985
lint-staged-imagemin,1.3.2,MSC-2025-10985
lite-serper-mcp-server,0.2.2,MSC-2025-10981
lui-vue-test,0.70.9,MSC-2025-10988
luno-api,1.2.3,MSC-2025-10985
m25-transaction-utils,1.1.16,
manual-billing-system-miniapp-api,1.3.1,MSC-2025-10985
mcfly-semantic-release,1.3.1,MSC-2025-8149
mcp-knowledge-base,0.0.2,MSC-2025-8147
mcp-knowledge-graph,1.2.1,MSC-2025-8145
mcp-use,1.4.2,MSC-2025-10981
mcp-use,1.4.3,MSC-2025-10981
medusa-plugin-announcement,0.0.3,MSC-2025-10985
medusa-plugin-logs,0.0.17,
medusa-plugin-momo,0.0.68,MSC-2025-10985
medusa-plugin-product-reviews-kvy,0.0.4,MSC-2025-10985
medusa-plugin-zalopay,0.0.40,MSC-2025-10985
mobioffice-cli,1.0.3,MSC-2025-8143
mod10-check-digit,1.0.1,MSC-2025-10988
mon-package-react-typescript,1.0.1,MSC-2025-10985
monorepo-next,13.0.1,MSC-2025-8142
monorepo-next,13.0.2,MSC-2025-8513
mstate-angular,0.4.4,MSC-2025-8144
mstate-cli,0.4.7,MSC-2025-8146
mstate-dev-react,1.1.1,MSC-2025-8141
mstate-react,1.6.5,MSC-2025-8140
my-saeed-lib,0.1.1,MSC-2025-10985
n8n-nodes-tmdb,0.5.0,MSC-2025-10981
n8n-nodes-tmdb,0.5.1,MSC-2025-10981
n8n-nodes-vercel-ai-sdk,0.1.7,MSC-2025-10988
n8n-nodes-viral-app,0.2.5,MSC-2025-10988
nanoreset,7.0.1,MSC-2025-10985
nanoreset,7.0.2,MSC-2025-10985
next-circular-dependency,1.0.2,MSC-2025-10985
next-circular-dependency,1.0.3,MSC-2025-10985
next-simple-google-analytics,1.1.1,MSC-2025-10988
next-simple-google-analytics,1.1.2,MSC-2025-10988
next-styled-nprogress,1.0.4,MSC-2025-10988
next-styled-nprogress,1.0.5,MSC-2025-10988
ng-imports-checker,0.0.10,MSC-2025-8561
ng-imports-checker,0.0.9,MSC-2025-8563
ng2-file-upload,7.0.2,MSC-2025-8113
ng2-file-upload,7.0.3,MSC-2025-8498
ng2-file-upload,8.0.1,MSC-2025-8104
ng2-file-upload,8.0.2,MSC-2025-8111
ng2-file-upload,8.0.3,MSC-2025-8106
ng2-file-upload,9.0.1,MSC-2025-8103
ngx-bootstrap,18.1.4,MSC-2025-8107
ngx-bootstrap,19.0.3,MSC-2025-8105
ngx-bootstrap,19.0.4,MSC-2025-8224
ngx-bootstrap,20.0.3,MSC-2025-8120
ngx-bootstrap,20.0.4,MSC-2025-8102
ngx-bootstrap,20.0.5,MSC-2025-8116
ngx-bootstrap,20.0.6,MSC-2025-8110
ngx-color,10.0.1,MSC-2025-8021
ngx-color,10.0.2,MSC-2025-8023
ngx-toastr,19.0.1,MSC-2025-8022
ngx-toastr,19.0.2,MSC-2025-8493
ngx-trend,8.0.1,MSC-2025-8005
ngx-useful-swiper-prosenjit,9.0.2,MSC-2025-10988
ngx-wooapi,12.0.1,MSC-2025-10988
ngx-ws,1.1.5,MSC-2025-8130
ngx-ws,1.1.6,MSC-2025-8139
nitro-graphql,1.5.12,MSC-2025-10988
nitro-kutu,0.1.1,MSC-2025-10988
nitrodeploy,1.0.8,MSC-2025-10988
nitroping,0.1.1,MSC-2025-10988
normal-store,1.3.1,MSC-2025-10988
normal-store,1.3.2,MSC-2025-10988
normal-store,1.3.3,MSC-2025-10988
normal-store,1.3.4,
nuxt-keycloak,0.2.2,MSC-2025-10988
obj-to-css,1.0.2,MSC-2025-10985
obj-to-css,1.0.3,MSC-2025-10985
okta-react-router-6,5.0.1,MSC-2025-10985
open2internet,0.1.1,
oradm-to-gql,35.0.14,MSC-2025-8132
oradm-to-gql,35.0.15,MSC-2025-8134
oradm-to-sqlz,1.1.2,MSC-2025-8125
oradm-to-sqlz,1.1.3,MSC-2025-8131
oradm-to-sqlz,1.1.4,MSC-2025-8123
oradm-to-sqlz,1.1.5,MSC-2025-8129
orbit-boxicons,2.1.3,MSC-2025-10981
orbit-nebula-draw-tools,1.0.10,MSC-2025-10981
orbit-nebula-editor,1.0.2,MSC-2025-10981
orbit-soap,0.43.13,MSC-2025-10981
orchestrix,12.1.2,MSC-2025-10988
ove-auto-annotate,0.0.10,MSC-2025-8121
ove-auto-annotate,0.0.9,MSC-2025-8138
package-tester,1.0.1,MSC-2025-10981
parcel-plugin-asset-copier,1.1.2,MSC-2025-10985
parcel-plugin-asset-copier,1.1.3,MSC-2025-10985
pdf-annotation,0.0.2,MSC-2025-10988
pergel,0.13.2,MSC-2025-10988
pergeltest,0.0.25,MSC-2025-10988
piclite,1.0.1,MSC-2025-10985
pico-uid,1.0.3,MSC-2025-10985
pico-uid,1.0.4,MSC-2025-10985
pkg-readme,1.1.1,MSC-2025-10988
pm2-gelf-json,1.0.4,MSC-2025-8127
pm2-gelf-json,1.0.5,MSC-2025-8126
poper-react-sdk,0.1.2,MSC-2025-10981
posthog-docusaurus,2.0.6,MSC-2025-10984
posthog-js,1.297.3,MSC-2025-10985
posthog-node,4.18.1,
posthog-node,5.11.3,MSC-2025-10983
posthog-node,5.13.3,
posthog-plugin-hello-world,1.0.1,MSC-2025-10985
posthog-react-native,4.11.1,
posthog-react-native,4.12.5,MSC-2025-10984
posthog-react-native-session-replay,1.2.2,MSC-2025-10984
prebid.js,10.9.2,MSC-2025-7950
prime-one-table,0.0.19,MSC-2025-10988
printjs-rpk,1.6.1,MSC-2025-8124
prompt-eng,1.0.50,MSC-2025-10988
prompt-eng-server,1.0.18,MSC-2025-10988
proto-tinker-wc,0.1.87,MSC-2025-7883
puny-req,1.0.3,MSC-2025-10988
quickswap-ads-list,1.0.33,
quickswap-default-staking-list,1.0.11,
quickswap-default-staking-list-address,1.0.55,
quickswap-default-token-list,1.5.16,
quickswap-router-sdk,1.0.1,
quickswap-sdk,3.0.44,
quickswap-smart-order-router,1.0.1,
quickswap-token-lists,1.0.3,
quickswap-v2-sdk,2.0.1,
ra-auth-firebase,1.0.3,MSC-2025-10988
ra-data-firebase,1.0.7,MSC-2025-10985
ra-data-firebase,1.0.8,MSC-2025-10985
react-complaint-image,0.0.32,MSC-2025-8015
react-complaint-image,0.0.33,MSC-2025-8010
react-complaint-image,0.0.34,MSC-2025-8012
react-complaint-image,0.0.35,MSC-2025-8007
react-component-taggers,0.1.9,MSC-2025-10981
react-data-to-export,1.0.1,MSC-2025-10985
react-element-prompt-inspector,0.1.18,MSC-2025-10981
react-favic,1.0.2,MSC-2025-10988
react-hook-form-persist,3.0.1,MSC-2025-10988
react-hook-form-persist,3.0.2,MSC-2025-10988
react-jam-icons,1.0.1,MSC-2025-10985
react-jam-icons,1.0.2,MSC-2025-10985
react-jsonschema-form-conditionals,0.3.18,MSC-2025-8017
react-jsonschema-form-conditionals,0.3.19,MSC-2025-8009
react-jsonschema-form-conditionals,0.3.20,MSC-2025-8013
react-jsonschema-form-conditionals,0.3.21,MSC-2025-8000
react-jsonschema-form-extras,1.0.1,MSC-2025-8004
react-jsonschema-form-extras,1.0.2,MSC-2025-8016
react-jsonschema-form-extras,1.0.3,MSC-2025-7998
react-jsonschema-form-extras,1.0.4,MSC-2025-7996
react-jsonschema-rxnt-extras,0.4.6,MSC-2025-8536
react-jsonschema-rxnt-extras,0.4.7,MSC-2025-8530
react-jsonschema-rxnt-extras,0.4.8,MSC-2025-8535
react-jsonschema-rxnt-extras,0.4.9,MSC-2025-8528
react-keycloak-context,1.0.8,MSC-2025-10985
react-keycloak-context,1.0.9,MSC-2025-10985
react-library-setup,0.0.6,MSC-2025-10981
react-linear-loader,1.0.2,MSC-2025-10988
react-micromodal.js,1.0.1,MSC-2025-10988
react-micromodal.js,1.0.2,MSC-2025-10988
react-native-datepicker-modal,1.3.1,MSC-2025-10985
react-native-datepicker-modal,1.3.2,MSC-2025-10985
react-native-email,2.1.1,MSC-2025-10985
react-native-email,2.1.2,MSC-2025-10985
react-native-fetch,2.0.1,MSC-2025-10985
react-native-fetch,2.0.2,MSC-2025-10985
react-native-get-pixel-dimensions,1.0.1,MSC-2025-10985
react-native-get-pixel-dimensions,1.0.2,MSC-2025-10985
react-native-google-maps-directions,2.1.2,MSC-2025-10988
react-native-jam-icons,1.0.1,MSC-2025-10985
react-native-jam-icons,1.0.2,MSC-2025-10985
react-native-log-level,1.2.1,MSC-2025-10985
react-native-log-level,1.2.2,MSC-2025-10985
react-native-modest-checkbox,3.3.1,MSC-2025-10988
react-native-modest-storage,2.1.1,MSC-2025-10988
react-native-phone-call,1.2.1,MSC-2025-10985
react-native-phone-call,1.2.2,MSC-2025-10985
react-native-retriable-fetch,2.0.1,MSC-2025-10985
react-native-retriable-fetch,2.0.2,MSC-2025-10985
react-native-use-modal,1.0.3,MSC-2025-10985
react-native-view-finder,1.2.1,MSC-2025-10985
react-native-view-finder,1.2.2,MSC-2025-10985
react-native-websocket,1.0.3,MSC-2025-10985
react-native-websocket,1.0.4,MSC-2025-10985
react-native-worklet-functions,3.3.3,MSC-2025-10985
react-packery-component,1.0.3,MSC-2025-10988
react-qr-image,1.1.1,MSC-2025-10985
react-scrambled-text,1.0.4,MSC-2025-10988
rediff,1.0.5,MSC-2025-10985
rediff-viewer,0.0.7,MSC-2025-10985
redux-forge,2.5.3,MSC-2025-10981
redux-router-kit,1.2.2,MSC-2025-10981
redux-router-kit,1.2.3,MSC-2025-10981
redux-router-kit,1.2.4,
remark-preset-lint-crowdstrike,4.0.1,MSC-2025-8135
remark-preset-lint-crowdstrike,4.0.2,MSC-2025-8499
revenuecat,1.0.1,MSC-2025-10988
rollup-plugin-httpfile,0.2.1,MSC-2025-10988
rxnt-authentication,0.0.3,MSC-2025-7997
rxnt-authentication,0.0.4,MSC-2025-7991
rxnt-authentication,0.0.5,MSC-2025-8500
rxnt-authentication,0.0.6,MSC-2025-8501
rxnt-healthchecks-nestjs,1.0.2,MSC-2025-7992
rxnt-healthchecks-nestjs,1.0.3,MSC-2025-7999
rxnt-healthchecks-nestjs,1.0.4,MSC-2025-7993
rxnt-healthchecks-nestjs,1.0.5,MSC-2025-7995
rxnt-kue,1.0.4,MSC-2025-7984
rxnt-kue,1.0.5,MSC-2025-7985
rxnt-kue,1.0.6,MSC-2025-7981
rxnt-kue,1.0.7,MSC-2025-7980
sa-company-registration-number-regex,1.0.1,MSC-2025-10985
sa-company-registration-number-regex,1.0.2,MSC-2025-10985
sa-id-gen,1.0.4,MSC-2025-10985
sa-id-gen,1.0.5,MSC-2025-10985
samesame,1.0.3,MSC-2025-10988
scgs-capacitor-subscribe,1.0.11,MSC-2025-10985
scgsffcreator,1.0.5,MSC-2025-10985
schob,1.0.3,MSC-2025-10988
selenium-session,1.0.5,MSC-2025-10988
selenium-session-client,1.0.4,MSC-2025-10988
set-nested-prop,2.0.1,MSC-2025-10985
set-nested-prop,2.0.2,MSC-2025-10985
shelf-jwt-sessions,0.1.2,MSC-2025-10988
shell-exec,1.1.3,MSC-2025-10985
shell-exec,1.1.4,MSC-2025-10985
shinhan-limit-scrap,1.0.3,MSC-2025-10985
silgi,0.43.30,MSC-2025-10988
simple-swizzle,0.2.3,MSC-2025-7886
simplejsonform,1.0.1,MSC-2025-10985
skills-use,0.1.1,MSC-2025-10981
skills-use,0.1.2,MSC-2025-10981
slice-ansi,7.1.1,MSC-2025-7874
solomon-api-stories,1.0.2,MSC-2025-10985
solomon-v3-stories,1.15.6,MSC-2025-10985
solomon-v3-ui-wrapper,1.6.1,MSC-2025-10985
soneium-acs,1.0.1,
sort-by-distance,2.0.1,MSC-2025-10985
south-african-id-info,1.0.2,MSC-2025-10988
stat-fns,1.0.1,MSC-2025-10988
stoor,2.3.2,MSC-2025-10985
strip-ansi,7.1.1,MSC-2025-7878
sufetch,0.4.1,MSC-2025-10988
super-commit,1.0.1,MSC-2025-10988
supports-color,10.2.1,MSC-2025-7879
supports-hyperlinks,4.1.1,MSC-2025-7872
svelte-autocomplete-select,1.1.1,MSC-2025-10985
svelte-toasty,1.1.2,MSC-2025-10988
svelte-toasty,1.1.3,MSC-2025-10988
swc-plugin-component-annotate,1.9.1,MSC-2025-7987
swc-plugin-component-annotate,1.9.2,MSC-2025-7988
tanstack-shadcn-table,1.1.5,MSC-2025-10988
tavily-module,1.0.1,MSC-2025-10988
tbssnch,1.0.2,MSC-2025-8122
tcsp,2.0.2,MSC-2025-10988
tcsp-draw-test,1.0.5,MSC-2025-10985
tcsp-test-vd,2.4.4,MSC-2025-10988
template-lib,1.1.3,MSC-2025-10988
template-lib,1.1.4,MSC-2025-10988
template-micro-service,1.0.2,MSC-2025-10988
template-micro-service,1.0.3,MSC-2025-10988
tenacious-fetch,2.3.2,MSC-2025-10985
tenacious-fetch,2.3.3,MSC-2025-10985
teselagen-interval-tree,1.1.2,MSC-2025-8128
test-foundry-app,1.0.1,MSC-2025-10981
test-foundry-app,1.0.2,MSC-2025-10981
test-foundry-app,1.0.3,
test-foundry-app,1.0.4,
test-hardhat-app,1.0.1,MSC-2025-10981
test-hardhat-app,1.0.2,MSC-2025-10981
